Complaint_ID,Customer_ID,RM_ID,Complaint_Type,Resolution_Time
CMP002075,CUST000158,RM0171,Insurance Claim,3.0
CMP002076,CUST002164,RM0024,Staff Behavior,2.0
CMP002077,CUST001673,RM0171,Technical Issue,3.0
CMP002078,CUST001907,RM0240,Credit Card Issue,7.0
CMP002079,CUST001847,RM0137,Insurance Claim,3.0
CMP002080,CUST000934,RM0127,Billing Error,2.0
CMP002081,CUST001061,RM0208,Loan Disbursement,2.0
CMP002082,CUST001911,RM0051,Technical Issue,5.0
CMP002083,CUST000161,RM0084,Loan Disbursement,11.0
CMP002084,CUST000933,,Delay,2.0
CMP002085,CUST002037,RM0137,Insurance Claim,5.0
CMP002086,CUST000652,,Credit Card Issue,7.0
CMP002087,CUST002147,RM0245,Billing Error,6.0
CMP002088,CUST001149,RM0208,Billing Error,12.0
CMP002089,CUST001013,,Credit Card Issue,12.0
CMP002090,CUST000722,RM0070,Technical Issue,2.0
CMP002091,CUST000431,RM0070,Technical Issue,4.0
CMP002092,CUST000971,RM0034,Insurance Claim,7.0
CMP002093,CUST001813,RM0131,,17.0
CMP002094,,,Technical Issue,10.0
CMP002095,CUST002399,RM0037,Service Issue,2.0
CMP002096,CUST002081,RM0211,Billing Error,3.0
CMP002097,CUST001098,RM0218,Insurance Claim,9.0
CMP002098,CUST001492,RM0059,Product Issue,5.0
CMP002099,CUST000515,RM0023,Staff Behavior,5.0
CMP002100,CUST001112,RM0123,Insurance Claim,6.0
CMP002101,CUST000464,RM0136,Product Issue,2.0
CMP002102,CUST000750,RM0151,Insurance Claim,11.0
CMP002103,CUST000951,RM0110,,11.0
CMP002104,CUST002087,RM0177,Account Access,5.0
CMP002105,CUST002448,RM0055,Service Issue,6.0
CMP002106,CUST001415,RM0029,Service Issue,7.0
CMP002107,CUST002164,,Staff Behavior,3.0
CMP002108,CUST001746,RM0129,Insurance Claim,2.0
CMP002109,CUST000533,RM0042,,2.0
CMP002110,CUST001280,RM0157,Service Issue,14.0
CMP002111,CUST002299,RM0047,Staff Behavior,4.0
CMP002112,CUST001400,RM0134,Loan Disbursement,2.0
CMP002113,CUST000253,RM0122,Delay,5.0
CMP002114,,RM0033,Billing Error,2.0
CMP002115,CUST000139,RM0140,Account Access,2.0
CMP002116,CUST000624,RM0022,Insurance Claim,5.0
CMP002117,CUST000595,RM0197,Billing Error,5.0
CMP002118,CUST001846,RM0217,Account Access,6.0
CMP002119,CUST000060,RM0042,Service Issue,7.0
CMP002120,CUST001692,RM0066,Insurance Claim,7.0
CMP002121,CUST001446,RM0034,Staff Behavior,4.0
CMP002122,CUST002084,RM0220,Staff Behavior,7.0
CMP002123,CUST001613,RM0188,Delay,
CMP002124,CUST001922,RM0053,Delay,3.0
CMP002125,CUST001668,RM0224,Billing Error,4.0
CMP002126,,RM0184,Service Issue,4.0
CMP002127,CUST001260,RM0090,Credit Card Issue,3.0
CMP002128,CUST000817,RM0200,,3.0
CMP002129,CUST001901,RM0028,Service Issue,2.0
CMP002130,CUST001028,RM0074,Technical Issue,5.0
CMP002131,CUST000584,RM0089,Product Issue,5.0
CMP002132,CUST000265,RM0029,Delay,4.0
CMP002133,CUST001568,RM0117,,20.0
CMP002134,CUST001764,,Staff Behavior,6.0
CMP002135,CUST000149,RM0057,Delay,12.0
CMP002136,CUST002227,RM0005,Billing Error,6.0
CMP002137,,RM0024,Credit Card Issue,3.0
CMP002138,CUST000472,RM0077,Loan Disbursement,20.0
CMP002139,CUST001416,RM0049,Billing Error,12.0
CMP002140,CUST000824,RM0228,Service Issue,5.0
CMP002141,CUST000981,RM0036,Product Issue,3.0
CMP002142,CUST001522,RM0184,Delay,3.0
CMP002143,CUST002212,RM0141,Insurance Claim,10.0
CMP002144,CUST000875,RM0230,Loan Disbursement,2.0
CMP002145,CUST001052,RM0093,Credit Card Issue,7.0
CMP002146,CUST000996,RM0060,Product Issue,7.0
CMP002147,CUST000956,RM0112,Service Issue,3.0
CMP002148,CUST002065,RM0036,Staff Behavior,8.0
CMP002149,CUST000289,RM0234,Product Issue,8.0
CMP002150,CUST000247,,Technical Issue,4.0
CMP002151,CUST002281,RM0073,Product Issue,5.0
CMP002152,CUST000047,RM0026,Technical Issue,10.0
CMP002153,CUST002395,RM0136,Delay,5.0
CMP002154,CUST001770,RM0208,Staff Behavior,6.0
CMP002155,CUST001602,RM0049,Service Issue,4.0
CMP002156,CUST001792,RM0060,Account Access,2.0
CMP002157,CUST001799,,Technical Issue,33.0
CMP002158,CUST000052,RM0144,Insurance Claim,5.0
CMP002159,CUST001508,RM0224,Service Issue,4.0
CMP002160,CUST000064,RM0022,Delay,8.0
CMP002161,CUST001242,RM0018,Account Access,6.0
CMP002162,,RM0117,Credit Card Issue,3.0
CMP002163,CUST002320,RM0206,Service Issue,12.0
CMP002164,CUST002370,RM0241,Loan Disbursement,2.0
CMP002165,CUST002198,RM0227,Delay,6.0
CMP002166,CUST000754,RM0093,Loan Disbursement,5.0
CMP002167,CUST001514,RM0076,Staff Behavior,3.0
CMP002168,CUST002028,RM0110,Credit Card Issue,10.0
CMP002169,CUST002499,,Insurance Claim,7.0
CMP002170,CUST002489,RM0020,Service Issue,9.0
CMP002171,CUST001062,RM0157,Service Issue,4.0
CMP002172,CUST002336,RM0072,Staff Behavior,16.0
CMP002173,CUST001264,RM0038,Account Access,4.0
CMP002174,CUST000617,RM0192,Billing Error,5.0
CMP002175,CUST002010,RM0155,Product Issue,15.0
CMP002176,CUST001461,RM0063,Insurance Claim,2.0
CMP002177,CUST000961,RM0070,Billing Error,2.0
CMP002178,CUST001852,RM0188,Delay,27.0
CMP002179,CUST000701,RM0167,Account Access,19.0
CMP002180,CUST000338,RM0130,Billing Error,9.0
CMP002181,CUST002134,RM0020,Account Access,5.0
CMP002182,CUST000668,RM0065,Service Issue,5.0
CMP002183,CUST002200,RM0143,Insurance Claim,3.0
CMP002184,,RM0107,Service Issue,4.0
CMP002185,CUST002390,RM0004,Delay,4.0
CMP002186,CUST001024,RM0165,Product Issue,2.0
CMP002187,CUST001935,RM0158,Credit Card Issue,5.0
CMP002188,CUST002121,RM0051,Delay,5.0
CMP002189,CUST001210,RM0043,,7.0
CMP002190,CUST002098,RM0068,Staff Behavior,5.0
CMP002191,CUST001045,RM0214,Credit Card Issue,11.0
CMP002192,CUST000287,RM0238,Insurance Claim,4.0
CMP002193,CUST001619,RM0243,Technical Issue,
CMP002194,CUST000247,RM0089,Service Issue,4.0
CMP002195,CUST001517,RM0035,Insurance Claim,6.0
CMP002196,CUST000187,RM0106,Account Access,3.0
CMP002197,CUST001324,RM0153,Delay,4.0
CMP002198,CUST000186,RM0234,,7.0
CMP002199,CUST000702,RM0003,Staff Behavior,4.0
CMP002200,CUST000790,RM0081,Insurance Claim,13.0
CMP002201,CUST002363,RM0238,Credit Card Issue,6.0
CMP002202,CUST002342,RM0005,Billing Error,2.0
CMP002203,CUST000928,RM0151,Product Issue,5.0
CMP002204,CUST001560,RM0185,Staff Behavior,9.0
CMP002205,CUST001511,RM0004,Service Issue,7.0
CMP002206,,RM0215,Loan Disbursement,12.0
CMP002207,CUST000747,RM0134,Product Issue,8.0
CMP002208,CUST000658,RM0129,Product Issue,2.0
CMP002209,CUST000950,RM0156,Delay,2.0
CMP002210,,RM0036,Insurance Claim,7.0
CMP002211,CUST000381,RM0243,Service Issue,3.0
CMP002212,CUST000560,RM0221,Loan Disbursement,6.0
CMP002213,CUST000148,RM0003,Staff Behavior,9.0
CMP002214,CUST000643,RM0138,Technical Issue,6.0
CMP002215,CUST000995,RM0202,Product Issue,4.0
CMP002216,CUST001450,RM0189,Insurance Claim,-5.0
CMP002217,CUST001809,RM0166,Credit Card Issue,7.0
CMP002218,CUST000989,RM0132,Insurance Claim,2.0
CMP002219,CUST001800,RM0176,Billing Error,8.0
CMP002220,CUST000419,RM0245,Product Issue,7.0
CMP002221,CUST001596,RM0104,Product Issue,5.0
CMP002222,CUST002150,RM0183,Product Issue,3.0
CMP002223,CUST002218,RM0138,Service Issue,9.0
CMP002224,CUST000156,RM0232,Service Issue,5.0
CMP002225,CUST001176,RM0005,Credit Card Issue,2.0
CMP002226,CUST002354,RM0219,,14.0
CMP002227,CUST000796,RM0165,Credit Card Issue,9.0
CMP002228,CUST000790,RM0076,Billing Error,999.0
CMP002229,CUST002383,RM0117,Billing Error,6.0
CMP002230,CUST001656,RM0234,Staff Behavior,4.0
CMP002231,CUST001688,RM0036,Staff Behavior,18.0
CMP002232,CUST002237,RM0228,Billing Error,9.0
CMP002233,CUST000642,RM0132,Service Issue,5.0
CMP002234,CUST001335,RM0023,Staff Behavior,7.0
CMP002235,CUST002449,RM0212,Billing Error,3.0
CMP002236,CUST001127,RM0080,Billing Error,3.0
CMP002237,CUST002365,RM0128,Technical Issue,3.0
CMP002238,CUST001542,RM0196,Billing Error,3.0
CMP002239,CUST001895,RM0063,Account Access,8.0
CMP002240,CUST000247,RM0073,Account Access,2.0
CMP002241,CUST002125,RM0014,Loan Disbursement,9.0
CMP002242,CUST001951,RM0115,Delay,5.0
CMP002243,CUST001988,RM0168,Billing Error,0.0
CMP002244,CUST000376,RM0107,Service Issue,4.0
CMP002245,CUST000354,RM0190,Delay,3.0
CMP002246,CUST001803,RM0228,Loan Disbursement,5.0
CMP002247,CUST001566,RM0061,Account Access,3.0
CMP002248,CUST001052,RM0203,Delay,4.0
CMP002249,CUST001617,RM0078,Product Issue,8.0
CMP002250,CUST000149,RM0225,Staff Behavior,6.0
CMP002251,CUST001452,RM0027,Billing Error,8.0
CMP002252,CUST001544,RM0039,Delay,8.0
CMP002253,CUST001251,RM0126,Billing Error,10.0
CMP002254,CUST000260,RM0071,Account Access,3.0
CMP002255,CUST000206,RM0022,Account Access,28.0
CMP002256,CUST000993,RM0118,Insurance Claim,5.0
CMP002257,CUST000256,RM0015,,8.0
CMP002258,,RM0217,Technical Issue,7.0
CMP002259,CUST001662,RM0247,Technical Issue,6.0
CMP002260,CUST002041,RM0056,Account Access,29.0
CMP002261,CUST000510,RM0101,Service Issue,3.0
CMP002262,CUST000564,RM0186,Billing Error,4.0
CMP002263,CUST001534,RM0202,Service Issue,2.0
CMP002264,CUST000984,RM0240,Credit Card Issue,3.0
CMP002265,CUST000181,RM0190,Product Issue,8.0
CMP002266,CUST001561,RM0141,Technical Issue,0.0
CMP002267,CUST001168,RM0137,Service Issue,2.0
CMP002268,CUST001453,RM0101,Technical Issue,13.0
CMP002269,CUST000372,RM0243,Delay,7.0
CMP002270,CUST000496,RM0214,Insurance Claim,4.0
CMP002271,CUST002494,,Billing Error,4.0
CMP002272,CUST001418,RM0150,Insurance Claim,2.0
CMP002273,CUST000215,RM0022,Service Issue,14.0
CMP002274,CUST000512,,Account Access,8.0
CMP002275,CUST000434,RM0192,Staff Behavior,4.0
CMP002276,CUST000921,RM0054,Staff Behavior,2.0
CMP002277,CUST000391,RM0026,,3.0
CMP002278,CUST001048,RM0078,Insurance Claim,3.0
CMP002279,CUST001493,RM0225,Billing Error,9.0
CMP002280,CUST001350,RM0058,Service Issue,999.0
CMP002281,CUST002147,RM0191,Technical Issue,8.0
CMP002282,CUST002375,RM0155,Loan Disbursement,5.0
CMP002283,CUST002233,RM0065,Insurance Claim,12.0
CMP002284,CUST002480,RM0235,Billing Error,2.0
CMP002285,CUST000540,RM0030,Technical Issue,5.0
CMP002286,CUST001841,RM0126,Billing Error,8.0
CMP002287,CUST000962,RM0212,Insurance Claim,2.0
CMP002288,CUST000583,,Billing Error,4.0
CMP002289,CUST002476,RM0165,Service Issue,6.0
CMP002290,,RM0032,Loan Disbursement,4.0
CMP002291,CUST002053,,Delay,5.0
CMP002292,CUST001309,RM0177,Service Issue,6.0
CMP002293,CUST001710,RM0225,Delay,4.0
CMP002294,CUST002336,,Loan Disbursement,2.0
CMP002295,CUST001162,RM0103,Loan Disbursement,2.0
CMP002296,CUST002485,RM0117,Delay,5.0
CMP002297,CUST000447,RM0169,Staff Behavior,2.0
CMP002298,CUST001524,RM0184,Delay,13.0
CMP002299,CUST002321,RM0055,Product Issue,10.0
CMP002300,CUST000890,RM0089,Insurance Claim,4.0
CMP002301,CUST001173,RM0213,Credit Card Issue,10.0
CMP002302,CUST000492,,Loan Disbursement,5.0
CMP002303,CUST001571,RM0023,Loan Disbursement,2.0
CMP002304,CUST001383,RM0107,Loan Disbursement,6.0
CMP002305,CUST000760,RM0113,Credit Card Issue,7.0
CMP002306,,RM0147,Staff Behavior,2.0
CMP002307,CUST000962,RM0092,Account Access,3.0
CMP002308,CUST000070,RM0205,Service Issue,2.0
CMP002309,CUST001524,RM0112,Loan Disbursement,3.0
CMP002310,CUST000382,RM0074,Billing Error,4.0
CMP002311,CUST000554,RM0202,Delay,6.0
CMP002312,CUST001544,RM0139,Staff Behavior,3.0
CMP002313,CUST001079,RM0174,Loan Disbursement,2.0
CMP002314,CUST001875,RM0131,Loan Disbursement,3.0
CMP002315,CUST000846,RM0218,Account Access,10.0
CMP002316,CUST002449,RM0004,Technical Issue,4.0
CMP002317,CUST001140,RM0112,Staff Behavior,4.0
CMP002318,CUST000187,RM0176,Account Access,5.0
CMP002319,,RM0112,Product Issue,8.0
CMP002320,CUST000923,RM0189,Service Issue,5.0
CMP002321,CUST001044,RM0243,Billing Error,2.0
CMP002322,CUST002204,RM0102,Account Access,3.0
CMP002323,CUST000168,RM0040,Account Access,3.0
CMP002324,CUST000358,RM0025,Loan Disbursement,5.0
CMP002325,CUST001377,RM0053,Credit Card Issue,2.0
CMP002326,CUST001772,RM0220,Staff Behavior,3.0
CMP002327,CUST001082,RM0235,Billing Error,6.0
CMP002328,CUST001064,RM0028,Product Issue,4.0
CMP002329,CUST001451,RM0050,Product Issue,8.0
CMP002330,CUST001995,RM0117,Technical Issue,4.0
CMP002331,CUST002342,RM0130,Delay,21.0
CMP002332,CUST001737,RM0123,Insurance Claim,18.0
CMP002333,CUST000952,RM0097,Credit Card Issue,10.0
CMP002334,CUST000731,RM0195,Product Issue,17.0
CMP002335,CUST001596,RM0163,Loan Disbursement,3.0
CMP002336,CUST000720,RM0162,Product Issue,8.0
CMP002337,CUST002225,,Technical Issue,3.0
CMP002338,CUST001409,RM0233,Billing Error,8.0
CMP002339,CUST000386,RM0203,Insurance Claim,4.0
CMP002340,CUST001097,RM0121,Product Issue,3.0
CMP002341,CUST000900,RM0155,Loan Disbursement,-5.0
CMP002342,CUST000582,RM0171,Technical Issue,17.0
CMP002343,CUST002169,RM0116,Insurance Claim,3.0
CMP002344,,RM0037,Credit Card Issue,9.0
CMP002345,,RM0165,Delay,999.0
CMP002346,CUST000331,RM0149,Billing Error,7.0
CMP002347,CUST002297,RM0157,Loan Disbursement,3.0
CMP002348,CUST000484,RM0201,Account Access,5.0
CMP002349,CUST001892,,Product Issue,2.0
CMP002350,CUST000918,RM0016,Service Issue,14.0
CMP002351,CUST000475,RM0089,Account Access,19.0
CMP002352,CUST002050,,Credit Card Issue,8.0
CMP002353,CUST002045,RM0021,Billing Error,11.0
CMP002354,CUST000449,RM0067,Account Access,2.0
CMP002355,CUST002122,RM0042,Account Access,4.0
CMP002356,CUST001513,RM0133,Technical Issue,999.0
CMP002357,CUST002438,RM0194,Service Issue,4.0
CMP002358,CUST000884,RM0061,Account Access,6.0
CMP002359,CUST001445,RM0114,Delay,3.0
CMP002360,CUST000644,RM0028,,6.0
CMP002361,CUST001500,,Delay,7.0
CMP002362,CUST002198,RM0173,Technical Issue,2.0
CMP002363,CUST001051,RM0001,Technical Issue,2.0
CMP002364,CUST001619,RM0010,Billing Error,2.0
CMP002365,CUST001504,RM0009,Staff Behavior,9.0
CMP002366,CUST001364,RM0065,Product Issue,4.0
CMP002367,CUST000587,RM0126,Product Issue,3.0
CMP002368,CUST000877,RM0131,Technical Issue,9.0
CMP002369,CUST002278,RM0233,Product Issue,2.0
CMP002370,CUST001790,RM0093,Technical Issue,4.0
CMP002371,CUST001357,RM0194,Staff Behavior,8.0
CMP002372,CUST001285,RM0046,Credit Card Issue,6.0
CMP002373,CUST002447,RM0016,Service Issue,6.0
CMP002374,CUST001329,RM0036,Billing Error,2.0
CMP002375,CUST000315,RM0054,Credit Card Issue,2.0
CMP002376,CUST000761,RM0076,Loan Disbursement,6.0
CMP002377,CUST001570,RM0039,Credit Card Issue,2.0
CMP002378,CUST002165,RM0086,Service Issue,12.0
CMP002379,CUST001306,RM0156,Insurance Claim,4.0
CMP002380,CUST000829,RM0229,Loan Disbursement,4.0
CMP002381,CUST001229,RM0178,Technical Issue,3.0
CMP002382,CUST000739,RM0098,Staff Behavior,12.0
CMP002383,CUST002484,RM0173,Technical Issue,7.0
CMP002384,CUST002389,RM0092,,4.0
CMP002385,CUST002078,RM0217,Billing Error,6.0
CMP002386,CUST001159,RM0057,Technical Issue,4.0
CMP002387,CUST000082,RM0154,Staff Behavior,5.0
CMP002388,CUST002246,RM0228,Service Issue,4.0
CMP002389,CUST000873,RM0212,Insurance Claim,4.0
CMP002390,CUST001332,,Account Access,3.0
CMP002391,CUST000656,RM0170,Billing Error,2.0
CMP002392,CUST000714,RM0004,Billing Error,2.0
CMP002393,CUST001656,RM0198,Staff Behavior,2.0
CMP002394,CUST000369,RM0069,Billing Error,3.0
CMP002395,CUST000389,,Insurance Claim,13.0
CMP002396,CUST000135,RM0043,Insurance Claim,6.0
CMP002397,CUST000218,RM0050,Account Access,17.0
CMP002398,CUST001388,RM0170,Product Issue,4.0
CMP002399,CUST000840,RM0214,Product Issue,4.0
CMP002400,CUST001668,RM0012,Technical Issue,8.0
CMP002401,CUST000414,RM0047,Billing Error,6.0
CMP002402,CUST001646,RM0059,Credit Card Issue,5.0
CMP002403,,RM0032,Staff Behavior,6.0
CMP002404,CUST001546,RM0154,Account Access,6.0
CMP002405,CUST000695,RM0118,Credit Card Issue,9.0
CMP002406,CUST001266,RM0082,Technical Issue,7.0
CMP002407,CUST000224,,Service Issue,17.0
CMP002408,CUST002131,RM0121,Insurance Claim,16.0
CMP002409,CUST001821,RM0022,Staff Behavior,4.0
CMP002410,CUST000443,RM0178,Account Access,2.0
CMP002411,CUST001227,RM0244,Technical Issue,2.0
CMP002412,CUST001411,RM0118,Service Issue,2.0
CMP002413,CUST000797,,Account Access,2.0
CMP002414,,RM0215,Technical Issue,4.0
CMP002415,CUST001939,RM0071,Account Access,2.0
CMP002416,CUST001146,RM0001,Billing Error,6.0
CMP002417,CUST000538,RM0082,Staff Behavior,3.0
CMP002418,CUST001778,RM0122,Delay,5.0
CMP002419,CUST001741,RM0148,Technical Issue,2.0
CMP002420,CUST001152,RM0159,Account Access,10.0
CMP002421,CUST000649,RM0015,Technical Issue,9.0
CMP002422,CUST000676,RM0142,Credit Card Issue,
CMP002423,CUST002209,RM0040,Loan Disbursement,4.0
CMP002424,CUST000871,RM0057,Credit Card Issue,14.0
CMP002425,CUST000211,RM0113,Service Issue,3.0
CMP002426,CUST000623,RM0040,Account Access,10.0
CMP002427,CUST001922,RM0062,,5.0
CMP002428,CUST000196,RM0157,Technical Issue,3.0
CMP002429,CUST001003,RM0030,Insurance Claim,2.0
CMP002430,CUST001384,,Billing Error,2.0
CMP002431,CUST001288,RM0211,Credit Card Issue,11.0
CMP002432,CUST001561,RM0062,Insurance Claim,6.0
CMP002433,CUST002453,RM0004,Insurance Claim,3.0
CMP002434,,RM0086,Account Access,5.0
CMP002435,CUST002344,RM0166,Insurance Claim,2.0
CMP002436,CUST001632,RM0154,Staff Behavior,2.0
CMP002437,CUST000503,RM0207,Credit Card Issue,13.0
CMP002438,CUST001674,RM0060,Product Issue,5.0
CMP002439,CUST001445,RM0179,Insurance Claim,4.0
CMP002440,CUST001977,RM0009,Product Issue,16.0
CMP002441,CUST000176,RM0103,Billing Error,4.0
CMP002442,CUST001385,RM0007,Account Access,4.0
CMP002443,,RM0034,Product Issue,3.0
CMP002444,CUST001165,RM0152,Technical Issue,6.0
CMP002445,CUST000083,,Delay,6.0
CMP002446,CUST000295,RM0179,Technical Issue,2.0
CMP002447,CUST001526,RM0141,Loan Disbursement,7.0
CMP002448,,RM0004,Technical Issue,9.0
CMP002449,CUST000302,RM0102,Staff Behavior,6.0
CMP002450,CUST002000,RM0059,Account Access,12.0
CMP002451,CUST002071,,Delay,3.0
CMP002452,CUST000066,RM0207,Delay,3.0
CMP002453,CUST001915,RM0108,Service Issue,7.0
CMP002454,CUST001363,RM0111,Service Issue,3.0
CMP002455,CUST000403,RM0103,Loan Disbursement,2.0
CMP002456,CUST001936,RM0207,Account Access,2.0
CMP002457,CUST000784,RM0185,Technical Issue,9.0
CMP002458,CUST001721,RM0086,Product Issue,2.0
CMP002459,CUST002358,RM0077,Billing Error,3.0
CMP002460,,RM0169,Service Issue,2.0
CMP002461,CUST000941,RM0008,Billing Error,9.0
CMP002462,CUST001124,,Billing Error,5.0
CMP002463,CUST000235,RM0051,Delay,3.0
CMP002464,CUST000545,RM0138,Service Issue,8.0
CMP002465,CUST001445,RM0017,Account Access,8.0
CMP002466,CUST001206,RM0211,Credit Card Issue,5.0
CMP002467,,RM0226,Billing Error,3.0
CMP002468,CUST001106,,Loan Disbursement,6.0
CMP002469,CUST002307,RM0068,Staff Behavior,15.0
CMP002470,CUST001732,RM0061,Account Access,2.0
CMP002471,CUST001668,RM0209,Technical Issue,3.0
CMP002472,CUST002413,RM0159,Billing Error,3.0
CMP002473,CUST000454,,Product Issue,6.0
CMP002474,CUST001741,RM0141,Billing Error,7.0
CMP002475,CUST001467,RM0177,Service Issue,3.0
CMP002476,CUST001635,RM0189,Credit Card Issue,3.0
CMP002477,CUST001967,RM0155,Loan Disbursement,15.0
CMP002478,CUST000853,RM0176,Account Access,9.0
CMP002479,CUST002018,RM0054,Technical Issue,15.0
CMP002480,CUST000322,RM0169,Product Issue,10.0
CMP002481,CUST001575,RM0049,Delay,4.0
CMP002482,CUST002160,RM0106,Billing Error,2.0
CMP002483,CUST001149,RM0090,Service Issue,6.0
CMP002484,CUST001425,,Credit Card Issue,4.0
CMP002485,CUST001019,RM0224,Credit Card Issue,4.0
CMP002486,CUST000734,RM0101,Loan Disbursement,4.0
CMP002487,CUST000665,RM0131,Billing Error,15.0
CMP002488,CUST002467,RM0007,Insurance Claim,2.0
CMP002489,CUST001849,RM0023,Account Access,3.0
CMP002490,CUST001342,RM0061,Technical Issue,6.0
CMP002491,CUST001425,RM0159,Technical Issue,12.0
CMP002492,CUST000458,RM0058,Loan Disbursement,14.0
CMP002493,CUST000304,RM0097,Staff Behavior,6.0
CMP002494,CUST002015,RM0008,Service Issue,2.0
CMP002495,CUST000002,,Technical Issue,4.0
CMP002496,CUST000866,RM0016,Loan Disbursement,14.0
CMP002497,CUST000637,RM0228,Credit Card Issue,5.0
CMP002498,CUST001233,,Credit Card Issue,0.0
CMP002499,CUST001988,RM0092,Delay,8.0
CMP002500,CUST001987,RM0028,Product Issue,3.0
