Complaint_ID,Customer_ID,RM_ID,Complaint_Type,Resolution_Time,Resolution_Status
CMP001757,CUST001574,RM0222,Credit Card Issue,9.0,Normal
CMP001758,CUST000226,RM0033,Credit Card Issue,2.0,Quick
CMP001759,CUST002020,RM0099,Delay,2.0,Quick
CMP001760,CUST002121,RM0086,Service Issue,4.0,Quick
CMP001761,CUST000058,RM0005,Account Access,12.0,Normal
CMP001762,CUST000376,RM0201,Staff Behavior,11.0,Normal
CMP001763,CUST002303,RM0112,Technical Issue,6.0,Quick
CMP001764,CUST000112,RM0224,Product Issue,12.0,Normal
CMP001765,CUST000717,RM0141,Billing Error,10.0,Normal
CMP001766,CUST001835,RM0242,Billing Error,3.0,Quick
CMP001767,CUST001447,RM0042,Insurance Claim,2.0,Quick
CMP001768,CUST001733,RM0094,Credit Card Issue,3.0,Quick
CMP001769,CUST000681,RM0045,Staff Behavior,3.0,Quick
CMP001770,CUST000477,RM0059,Delay,6.0,Quick
CMP001771,CUST000689,RM0042,Credit Card Issue,6.0,Quick
CMP001772,CUST000960,RM0205,Service Issue,6.0,Quick
CMP001773,CUST001409,RM0116,Account Access,3.0,Quick
CMP001774,CUST001939,RM0104,Billing Error,9.0,Normal
CMP001775,CUST000326,RM0189,Account Access,4.0,Quick
CMP001776,CUST001218,RM0032,Service Issue,5.0,Quick
CMP001777,CUST002218,RM0067,Service Issue,30.0,Normal
CMP001778,CUST001015,RM0249,Insurance Claim,3.0,Quick
CMP001779,CUST000582,RM0076,Insurance Claim,4.0,Quick
CMP001780,CUST001214,RM0246,Delay,5.0,Quick
CMP001781,CUST001447,RM0086,Loan Disbursement,7.0,Quick
CMP001782,CUST000868,RM0119,Insurance Claim,12.0,Normal
CMP001783,CUST002367,RM0115,Product Issue,2.0,Quick
CMP001784,CUST002147,RM0184,Billing Error,0.0,Quick
CMP001785,CUST002021,RM0168,Product Issue,8.0,Normal
CMP001786,CUST002479,RM0131,Staff Behavior,14.0,Normal
CMP001787,CUST002164,RM0136,Staff Behavior,4.0,Quick
CMP001788,CUST000004,RM0126,Delay,3.0,Quick
CMP001789,CUST000123,RM0165,Product Issue,7.0,Quick
CMP001790,CUST002267,RM0125,Loan Disbursement,3.0,Quick
CMP001791,CUST000097,RM0159,Account Access,4.0,Quick
CMP001792,CUST000605,RM0230,Technical Issue,13.0,Normal
CMP001793,CUST001646,RM0103,Insurance Claim,6.0,Quick
CMP001794,CUST001864,RM0150,Staff Behavior,2.0,Quick
CMP001795,CUST000937,RM0209,Credit Card Issue,4.0,Quick
CMP001796,CUST000266,RM0106,Credit Card Issue,6.0,Quick
CMP001797,CUST001842,RM0175,Service Issue,5.0,Quick
CMP001798,CUST002410,RM0238,Loan Disbursement,7.0,Quick
CMP001799,CUST000191,RM0195,Insurance Claim,9.0,Normal
CMP001800,CUST000685,RM0054,Insurance Claim,5.0,Quick
CMP001801,CUST000808,RM0096,Technical Issue,23.0,Normal
CMP001802,CUST002120,RM0177,Technical Issue,14.0,Normal
CMP001803,CUST000739,RM0172,Credit Card Issue,6.0,Quick
CMP001804,CUST000243,RM0046,Service Issue,2.0,Quick
CMP001805,CUST001908,RM0049,Account Access,3.0,Quick
CMP001806,CUST001885,RM0192,Account Access,3.0,Quick
CMP001807,CUST000153,RM0033,Technical Issue,3.0,Quick
CMP001808,CUST000508,RM0149,Credit Card Issue,3.0,Quick
CMP001809,CUST000620,RM0061,Product Issue,4.0,Quick
CMP001810,CUST001232,RM0016,Billing Error,2.0,Quick
CMP001811,CUST000022,RM0187,Insurance Claim,2.0,Quick
CMP001812,CUST000182,RM0091,Loan Disbursement,2.0,Quick
CMP001813,CUST001163,RM0228,Product Issue,5.0,Quick
CMP001814,CUST001386,RM0020,Delay,2.0,Quick
CMP001815,CUST000034,RM0222,Staff Behavior,5.0,Quick
CMP001816,CUST001784,RM0124,Credit Card Issue,4.0,Quick
CMP001817,CUST000991,RM0168,Credit Card Issue,15.0,Normal
CMP001818,CUST000233,RM0074,Billing Error,2.0,Quick
CMP001819,CUST002442,RM0245,Insurance Claim,15.0,Normal
CMP001820,CUST002354,RM0010,Staff Behavior,2.0,Quick
CMP001821,CUST000757,RM0121,Insurance Claim,6.0,Quick
CMP001822,CUST001373,RM0101,Technical Issue,3.0,Quick
CMP001823,CUST001195,RM0062,Staff Behavior,10.0,Normal
CMP001824,CUST002114,RM0077,Account Access,2.0,Quick
CMP001825,CUST002211,RM0169,Technical Issue,17.0,Normal
CMP001826,CUST001453,RM0145,Service Issue,2.0,Quick
CMP001827,CUST001426,RM0141,Staff Behavior,3.0,Quick
CMP001828,CUST000280,RM0237,Loan Disbursement,5.0,Quick
CMP001829,CUST001127,RM0053,Insurance Claim,9.0,Normal
CMP001830,CUST000049,RM0235,Delay,17.0,Normal
CMP001831,CUST000527,RM0136,Billing Error,4.0,Quick
CMP001832,CUST002365,RM0128,Technical Issue,9.0,Normal
CMP001833,CUST000972,RM0016,Technical Issue,8.0,Normal
CMP001834,CUST000461,RM0109,Technical Issue,6.0,Quick
CMP001835,CUST001519,RM0141,Staff Behavior,7.0,Quick
CMP001836,CUST001960,RM0029,Insurance Claim,2.0,Quick
CMP001837,CUST001011,RM0058,Staff Behavior,4.0,Quick
CMP001838,CUST001525,RM0075,Billing Error,9.0,Normal
CMP001839,CUST002004,RM0141,Insurance Claim,5.0,Quick
CMP001840,CUST001970,RM0014,Product Issue,12.0,Normal
CMP001841,CUST000429,RM0201,Loan Disbursement,10.0,Normal
CMP001842,CUST000575,RM0165,Product Issue,11.0,Normal
CMP001843,CUST000409,RM0131,Insurance Claim,2.0,Quick
CMP001844,CUST001122,RM0123,Delay,3.0,Quick
CMP001845,CUST000698,RM0093,Billing Error,2.0,Quick
CMP001846,CUST000709,RM0089,Service Issue,22.0,Normal
CMP001847,CUST000613,RM0074,Loan Disbursement,3.0,Quick
CMP001848,CUST001777,RM0124,Service Issue,4.0,Quick
CMP001849,CUST001399,RM0044,Insurance Claim,3.0,Quick
CMP001850,CUST000510,RM0006,Technical Issue,2.0,Quick
CMP001851,CUST001204,RM0074,Service Issue,3.0,Quick
CMP001852,CUST001626,RM0195,Service Issue,2.0,Quick
CMP001853,CUST000625,RM0091,Staff Behavior,4.0,Quick
CMP001854,CUST001674,RM0112,Product Issue,19.0,Normal
CMP001855,CUST002125,RM0089,Service Issue,7.0,Quick
CMP001856,CUST000355,RM0168,Service Issue,8.0,Normal
CMP001857,CUST002320,RM0103,Billing Error,5.0,Quick
CMP001858,CUST001742,RM0010,Staff Behavior,10.0,Normal
CMP001859,CUST000830,RM0021,Account Access,13.0,Normal
CMP001860,CUST001120,RM0239,Staff Behavior,18.0,Normal
CMP001861,CUST000693,RM0080,Account Access,2.0,Quick
CMP001862,CUST000457,RM0048,Staff Behavior,12.0,Normal
CMP001863,CUST002078,RM0137,Insurance Claim,4.0,Quick
CMP001864,CUST001535,RM0191,Loan Disbursement,3.0,Quick
CMP001865,CUST001340,RM0096,Credit Card Issue,4.0,Quick
CMP001866,CUST002294,RM0156,Billing Error,4.0,Quick
CMP001867,CUST001496,RM0238,Staff Behavior,7.0,Quick
CMP001868,CUST001042,RM0181,Technical Issue,6.0,Quick
CMP001869,CUST001387,RM0248,Billing Error,2.0,Quick
CMP001870,CUST000891,RM0086,Product Issue,9.0,Normal
CMP001871,CUST000612,RM0087,Account Access,4.0,Quick
CMP001872,CUST000602,RM0168,Account Access,5.0,Quick
CMP001873,CUST001374,RM0060,Delay,2.0,Quick
CMP001874,CUST001889,RM0088,Loan Disbursement,4.0,Quick
CMP001875,CUST000891,RM0064,Loan Disbursement,5.0,Quick
CMP001876,CUST001259,RM0130,Billing Error,2.0,Quick
CMP001877,CUST001565,RM0103,Billing Error,2.0,Quick
CMP001878,CUST001170,RM0129,Product Issue,27.0,Normal
CMP001879,CUST001255,RM0044,Product Issue,12.0,Normal
CMP001880,CUST001463,RM0016,Delay,2.0,Quick
CMP001881,CUST001620,RM0096,Technical Issue,6.0,Quick
CMP001882,CUST001076,RM0092,Loan Disbursement,4.0,Quick
CMP001883,CUST002313,RM0090,Staff Behavior,5.0,Quick
CMP001884,CUST000682,RM0026,Staff Behavior,5.0,Quick
CMP001885,CUST000300,RM0219,Account Access,2.0,Quick
CMP001886,CUST001290,RM0068,Billing Error,3.0,Quick
CMP001887,CUST001493,RM0021,Product Issue,2.0,Quick
CMP001888,CUST002372,RM0158,Product Issue,5.0,Quick
CMP001889,CUST001376,RM0235,Service Issue,13.0,Normal
CMP001890,CUST000235,RM0198,Credit Card Issue,29.0,Normal
CMP001891,CUST001456,RM0166,Account Access,16.0,Normal
CMP001892,CUST000050,RM0127,Technical Issue,23.0,Normal
CMP001893,CUST001489,RM0006,Delay,2.0,Quick
CMP001894,CUST001621,RM0033,Technical Issue,8.0,Normal
CMP001895,CUST001945,RM0109,Technical Issue,3.0,Quick
CMP001896,CUST002119,RM0061,Product Issue,12.0,Normal
CMP001897,CUST002107,RM0242,Loan Disbursement,10.0,Normal
CMP001898,CUST001285,RM0111,Billing Error,4.0,Quick
CMP001899,CUST000804,RM0076,Delay,5.0,Quick
CMP001900,CUST001299,RM0031,Billing Error,3.0,Quick
CMP001901,CUST001867,RM0007,Product Issue,3.0,Quick
CMP001902,CUST000161,RM0028,Billing Error,21.0,Normal
CMP001903,CUST000342,RM0128,Product Issue,12.0,Normal
CMP001904,CUST000190,RM0001,Technical Issue,3.0,Quick
CMP001905,CUST000415,RM0165,Credit Card Issue,3.0,Quick
CMP001906,CUST000310,RM0012,Staff Behavior,5.0,Quick
CMP001907,CUST000936,RM0055,Delay,2.0,Quick
CMP001908,CUST001303,RM0067,Account Access,24.0,Normal
CMP001909,CUST000182,RM0082,Account Access,13.0,Normal
CMP001910,CUST002380,RM0033,Loan Disbursement,6.0,Quick
CMP001911,CUST002282,RM0015,Billing Error,7.0,Quick
CMP001912,CUST001388,RM0141,Account Access,8.0,Normal
CMP001913,CUST001692,RM0158,Product Issue,3.0,Quick
CMP001914,CUST001529,RM0229,Billing Error,15.0,Normal
CMP001915,CUST002310,RM0101,Insurance Claim,5.0,Quick
CMP001916,CUST002121,RM0080,Insurance Claim,2.0,Quick
CMP001917,CUST001816,RM0235,Product Issue,4.0,Quick
CMP001918,CUST000048,RM0072,Technical Issue,6.0,Quick
CMP001919,CUST002188,RM0094,Staff Behavior,4.0,Quick
CMP001920,CUST001564,RM0016,Product Issue,8.0,Normal
CMP001921,CUST000825,RM0028,Billing Error,12.0,Normal
CMP001922,CUST000424,RM0170,Credit Card Issue,9.0,Normal
CMP001923,CUST001187,RM0224,Account Access,7.0,Quick
CMP001924,CUST001748,RM0245,Account Access,5.0,Quick
CMP001925,CUST001731,RM0198,Billing Error,3.0,Quick
CMP001926,CUST002307,RM0207,Loan Disbursement,5.0,Quick
CMP001927,CUST002325,RM0231,Technical Issue,3.0,Quick
CMP001928,CUST000063,RM0159,Technical Issue,15.0,Normal
CMP001929,CUST001130,RM0109,Staff Behavior,13.0,Normal
CMP001930,CUST000968,RM0246,Insurance Claim,2.0,Quick
CMP001931,CUST000650,RM0195,Product Issue,10.0,Normal
CMP001932,CUST001647,RM0151,Staff Behavior,8.0,Normal
CMP001933,CUST002428,RM0108,Billing Error,20.0,Normal
CMP001934,CUST000426,RM0033,Credit Card Issue,5.0,Quick
CMP001935,CUST001881,RM0227,Insurance Claim,8.0,Normal
CMP001936,CUST000168,RM0232,Product Issue,5.0,Quick
CMP001937,CUST001375,RM0167,Technical Issue,2.0,Quick
CMP001938,CUST001272,RM0103,Loan Disbursement,2.0,Quick
CMP001939,CUST001759,RM0115,Delay,2.0,Quick
CMP001940,CUST000333,RM0236,Service Issue,3.0,Quick
CMP001941,CUST000042,RM0149,Insurance Claim,3.0,Quick
CMP001942,CUST002180,RM0138,Delay,8.0,Normal
CMP001943,CUST002368,RM0026,Account Access,8.0,Normal
CMP001944,CUST001329,RM0141,Technical Issue,19.0,Normal
CMP001945,CUST000572,RM0097,Service Issue,3.0,Quick
CMP001946,CUST000286,RM0177,Account Access,15.0,Normal
CMP001947,CUST002169,RM0065,Product Issue,6.0,Quick
CMP001948,CUST002291,RM0173,Staff Behavior,5.0,Quick
CMP001949,CUST000821,RM0138,Staff Behavior,7.0,Quick
CMP001950,CUST002028,RM0089,Credit Card Issue,8.0,Normal
CMP001951,CUST000138,RM0246,Delay,2.0,Quick
CMP001952,CUST000141,RM0120,Loan Disbursement,8.0,Normal
CMP001953,CUST001396,RM0120,Delay,8.0,Normal
CMP001954,CUST002301,RM0077,Service Issue,32.0,Delayed
CMP001955,CUST002485,RM0065,Credit Card Issue,14.0,Normal
CMP001956,CUST000602,RM0175,Credit Card Issue,7.0,Quick
CMP001957,CUST001970,RM0199,Credit Card Issue,8.0,Normal
CMP001958,CUST000241,RM0215,Loan Disbursement,16.0,Normal
CMP001959,CUST002045,RM0223,Loan Disbursement,19.0,Normal
CMP001960,CUST002408,RM0144,Billing Error,10.0,Normal
CMP001961,CUST001316,RM0138,Staff Behavior,9.0,Normal
CMP001962,CUST000232,RM0134,Loan Disbursement,2.0,Quick
CMP001963,CUST002246,RM0042,Credit Card Issue,10.0,Normal
CMP001964,CUST000728,RM0003,Billing Error,3.0,Quick
CMP001965,CUST001521,RM0063,Credit Card Issue,6.0,Quick
CMP001966,CUST000877,RM0094,Delay,4.0,Quick
CMP001967,CUST000214,RM0019,Insurance Claim,4.0,Quick
CMP001968,CUST000589,RM0155,Insurance Claim,3.0,Quick
CMP001969,CUST000171,RM0227,Delay,11.0,Normal
CMP001970,CUST001093,RM0042,Delay,9.0,Normal
CMP001971,CUST000923,RM0149,Billing Error,5.0,Quick
CMP001972,CUST001613,RM0056,Insurance Claim,7.0,Quick
CMP001973,CUST000571,RM0008,Loan Disbursement,0.0,Quick
CMP001974,CUST002468,RM0118,Insurance Claim,0.0,Quick
CMP001975,CUST002409,RM0237,Billing Error,22.0,Normal
CMP001976,CUST001104,RM0197,Delay,4.0,Quick
CMP001977,CUST000754,RM0052,Loan Disbursement,6.0,Quick
CMP001978,CUST000880,RM0107,Insurance Claim,5.0,Quick
CMP001979,CUST001680,RM0049,Delay,15.0,Normal
CMP001980,CUST001740,RM0107,Delay,4.0,Quick
CMP001981,CUST001402,RM0119,Technical Issue,23.0,Normal
CMP001982,CUST000076,RM0158,Billing Error,3.0,Quick
CMP001983,CUST000010,RM0231,Insurance Claim,2.0,Quick
CMP001984,CUST001779,RM0218,Service Issue,3.0,Quick
CMP001985,CUST002384,RM0057,Staff Behavior,4.0,Quick
CMP001986,CUST000441,RM0095,Product Issue,7.0,Quick
CMP001987,CUST001107,RM0212,Insurance Claim,5.0,Quick
CMP001988,CUST002318,RM0207,Delay,4.0,Quick
CMP001989,CUST000519,RM0202,Loan Disbursement,6.0,Quick
CMP001990,CUST001040,RM0153,Account Access,11.0,Normal
CMP001991,CUST000854,RM0011,Service Issue,11.0,Normal
CMP001992,CUST001711,RM0100,Delay,8.0,Normal
CMP001993,CUST000119,RM0103,Credit Card Issue,17.0,Normal
CMP001994,CUST002292,RM0214,Service Issue,6.0,Quick
CMP001995,CUST000307,RM0187,Delay,2.0,Quick
CMP001996,CUST000064,RM0170,Staff Behavior,3.0,Quick
CMP001997,CUST000306,RM0017,Billing Error,3.0,Quick
CMP001998,CUST000437,RM0119,Service Issue,5.0,Quick
CMP001999,CUST002111,RM0217,Technical Issue,13.0,Normal
CMP002000,CUST002198,RM0229,Billing Error,11.0,Normal
CMP002001,CUST000182,RM0090,Service Issue,3.0,Quick
CMP002002,CUST001488,RM0236,Credit Card Issue,5.0,Quick
CMP002003,CUST000893,RM0249,Staff Behavior,7.0,Quick
CMP002004,CUST001321,RM0181,Credit Card Issue,23.0,Normal
CMP002005,CUST000572,RM0155,Loan Disbursement,2.0,Quick
CMP002006,CUST000857,RM0022,Staff Behavior,5.0,Quick
CMP002007,CUST001147,RM0127,Product Issue,24.0,Normal
CMP002008,CUST001850,RM0045,Account Access,20.0,Normal
CMP002009,CUST001414,RM0239,Product Issue,4.0,Quick
CMP002010,CUST000454,RM0050,Service Issue,2.0,Quick
CMP002011,CUST000881,RM0077,Insurance Claim,6.0,Quick
CMP002012,CUST002171,RM0085,Technical Issue,5.0,Quick
CMP002013,CUST001358,RM0131,Product Issue,12.0,Normal
CMP002014,CUST000519,RM0036,Loan Disbursement,3.0,Quick
CMP002015,CUST002429,RM0029,Delay,15.0,Normal
CMP002016,CUST000168,RM0093,Delay,4.0,Quick
CMP002017,CUST000306,RM0217,Technical Issue,6.0,Quick
CMP002018,CUST001562,RM0087,Loan Disbursement,8.0,Normal
CMP002019,CUST001596,RM0214,Insurance Claim,4.0,Quick
CMP002020,CUST001723,RM0062,Delay,4.0,Quick
CMP002021,CUST001943,RM0203,Staff Behavior,5.0,Quick
CMP002022,CUST001469,RM0224,Product Issue,11.0,Normal
CMP002023,CUST001879,RM0131,Delay,2.0,Quick
CMP002024,CUST001120,RM0045,Insurance Claim,6.0,Quick
CMP002025,CUST000682,RM0025,Loan Disbursement,7.0,Quick
CMP002026,CUST001699,RM0102,Credit Card Issue,6.0,Quick
CMP002027,CUST000091,RM0212,Service Issue,15.0,Normal
CMP002028,CUST001627,RM0105,Insurance Claim,6.0,Quick
CMP002029,CUST000061,RM0233,Account Access,7.0,Quick
CMP002030,CUST000911,RM0216,Account Access,6.0,Quick
CMP002031,CUST000128,RM0152,Billing Error,8.0,Normal
CMP002032,CUST002162,RM0022,Account Access,2.0,Quick
CMP002033,CUST000649,RM0081,Loan Disbursement,13.0,Normal
CMP002034,CUST000894,RM0246,Insurance Claim,2.0,Quick
CMP002035,CUST000673,RM0047,Staff Behavior,7.0,Quick
CMP002036,CUST002170,RM0160,Billing Error,6.0,Quick
CMP002037,CUST002413,RM0192,Account Access,3.0,Quick
CMP002038,CUST001836,RM0014,Technical Issue,2.0,Quick
CMP002039,CUST000432,RM0247,Insurance Claim,2.0,Quick
CMP002040,CUST000050,RM0219,Insurance Claim,3.0,Quick
CMP002041,CUST002114,RM0007,Loan Disbursement,12.0,Normal
CMP002042,CUST001238,RM0210,Staff Behavior,11.0,Normal
CMP002043,CUST001342,RM0135,Delay,2.0,Quick
CMP002044,CUST002143,RM0120,Product Issue,3.0,Quick
CMP002045,CUST001975,RM0193,Product Issue,13.0,Normal
CMP002046,CUST000382,RM0067,Product Issue,3.0,Quick
CMP002047,CUST001098,RM0163,Insurance Claim,29.0,Normal
CMP002048,CUST000879,RM0162,Delay,3.0,Quick
CMP002049,CUST000923,RM0194,Billing Error,8.0,Normal
CMP002050,CUST001058,RM0142,Account Access,4.0,Quick
CMP002051,CUST002252,RM0174,Staff Behavior,0.0,Quick
CMP002052,CUST000433,RM0231,Insurance Claim,2.0,Quick
CMP002053,CUST000907,RM0126,Technical Issue,3.0,Quick
CMP002054,CUST001732,RM0146,Staff Behavior,7.0,Quick
CMP002055,CUST000299,RM0115,Billing Error,4.0,Quick
CMP002056,CUST002110,RM0021,Credit Card Issue,6.0,Quick
CMP002057,CUST001982,RM0038,Product Issue,3.0,Quick
CMP002058,CUST001337,RM0158,Credit Card Issue,4.0,Quick
CMP002059,CUST001158,RM0095,Account Access,5.0,Quick
CMP002060,CUST000038,RM0010,Service Issue,4.0,Quick
CMP002061,CUST000451,RM0112,Loan Disbursement,3.0,Quick
CMP002062,CUST000877,RM0076,Technical Issue,5.0,Quick
CMP002063,CUST000527,RM0128,Delay,7.0,Quick
CMP002064,CUST000431,RM0230,Loan Disbursement,18.0,Normal
CMP002065,CUST000494,RM0189,Account Access,9.0,Normal
CMP002066,CUST001437,RM0056,Product Issue,2.0,Quick
CMP002067,CUST000192,RM0009,Technical Issue,3.0,Quick
CMP002068,CUST000740,RM0217,Staff Behavior,2.0,Quick
CMP002069,CUST001897,RM0117,Billing Error,2.0,Quick
CMP002070,CUST002387,RM0196,Insurance Claim,3.0,Quick
CMP002071,CUST002269,RM0245,Product Issue,5.0,Quick
CMP002072,CUST000568,RM0048,Billing Error,3.0,Quick
CMP002073,CUST000541,RM0168,Insurance Claim,3.0,Quick
CMP002074,CUST000339,RM0203,Billing Error,3.0,Quick
CMP002075,CUST000158,RM0171,Insurance Claim,3.0,Quick
CMP002076,CUST002164,RM0024,Staff Behavior,2.0,Quick
CMP002077,CUST001673,RM0171,Technical Issue,3.0,Quick
CMP002078,CUST001907,RM0240,Credit Card Issue,7.0,Quick
CMP002079,CUST001847,RM0137,Insurance Claim,3.0,Quick
CMP002080,CUST000934,RM0127,Billing Error,2.0,Quick
CMP002081,CUST001061,RM0208,Loan Disbursement,2.0,Quick
CMP002082,CUST001911,RM0051,Technical Issue,5.0,Quick
CMP002083,CUST000161,RM0084,Loan Disbursement,11.0,Normal
CMP002084,CUST000933,RM0002,Delay,2.0,Quick
CMP002085,CUST002037,RM0137,Insurance Claim,5.0,Quick
CMP002086,CUST000652,RM0088,Credit Card Issue,7.0,Quick
CMP002087,CUST002147,RM0245,Billing Error,6.0,Quick
CMP002088,CUST001149,RM0208,Billing Error,12.0,Normal
CMP002089,CUST001013,RM0029,Credit Card Issue,12.0,Normal
CMP002090,CUST000722,RM0070,Technical Issue,2.0,Quick
CMP002091,CUST000431,RM0070,Technical Issue,4.0,Quick
CMP002092,CUST000971,RM0034,Insurance Claim,7.0,Quick
CMP002093,CUST001813,RM0131,Loan Disbursement,17.0,Normal
CMP002094,CUST000589,RM0102,Technical Issue,10.0,Normal
CMP002095,CUST002399,RM0037,Service Issue,2.0,Quick
CMP002096,CUST002081,RM0211,Billing Error,3.0,Quick
CMP002097,CUST001098,RM0218,Insurance Claim,9.0,Normal
CMP002098,CUST001492,RM0059,Product Issue,5.0,Quick
CMP002099,CUST000515,RM0023,Staff Behavior,5.0,Quick
CMP002100,CUST001112,RM0123,Insurance Claim,6.0,Quick
CMP002101,CUST000464,RM0136,Product Issue,2.0,Quick
CMP002102,CUST000750,RM0151,Insurance Claim,11.0,Normal
CMP002103,CUST000951,RM0110,Billing Error,11.0,Normal
CMP002104,CUST002087,RM0177,Account Access,5.0,Quick
CMP002105,CUST002448,RM0055,Service Issue,6.0,Quick
CMP002106,CUST001415,RM0029,Service Issue,7.0,Quick
CMP002107,CUST002164,RM0003,Staff Behavior,3.0,Quick
CMP002108,CUST001746,RM0129,Insurance Claim,2.0,Quick
CMP002109,CUST000533,RM0042,Credit Card Issue,2.0,Quick
CMP002110,CUST001280,RM0157,Service Issue,14.0,Normal
CMP002111,CUST002299,RM0047,Staff Behavior,4.0,Quick
CMP002112,CUST001400,RM0134,Loan Disbursement,2.0,Quick
CMP002113,CUST000253,RM0122,Delay,5.0,Quick
CMP002114,CUST000771,RM0033,Billing Error,2.0,Quick
CMP002115,CUST000139,RM0140,Account Access,2.0,Quick
CMP002116,CUST000624,RM0022,Insurance Claim,5.0,Quick
CMP002117,CUST000595,RM0197,Billing Error,5.0,Quick
CMP002118,CUST001846,RM0217,Account Access,6.0,Quick
CMP002119,CUST000060,RM0042,Service Issue,7.0,Quick
CMP002120,CUST001692,RM0066,Insurance Claim,7.0,Quick
CMP002121,CUST001446,RM0034,Staff Behavior,4.0,Quick
CMP002122,CUST002084,RM0220,Staff Behavior,7.0,Quick
CMP002123,CUST001613,RM0188,Delay,5.0,Quick
CMP002124,CUST001922,RM0053,Delay,3.0,Quick
CMP002125,CUST001668,RM0224,Billing Error,4.0,Quick
CMP002126,CUST000694,RM0184,Service Issue,4.0,Quick
CMP002127,CUST001260,RM0090,Credit Card Issue,3.0,Quick
CMP002128,CUST000817,RM0200,Billing Error,3.0,Quick
CMP002129,CUST001901,RM0028,Service Issue,2.0,Quick
CMP002130,CUST001028,RM0074,Technical Issue,5.0,Quick
CMP002131,CUST000584,RM0089,Product Issue,5.0,Quick
CMP002132,CUST000265,RM0029,Delay,4.0,Quick
CMP002133,CUST001568,RM0117,Credit Card Issue,20.0,Normal
CMP002134,CUST001764,RM0153,Staff Behavior,6.0,Quick
CMP002135,CUST000149,RM0057,Delay,12.0,Normal
CMP002136,CUST002227,RM0005,Billing Error,6.0,Quick
CMP002137,CUST000464,RM0024,Credit Card Issue,3.0,Quick
CMP002138,CUST000472,RM0077,Loan Disbursement,20.0,Normal
CMP002139,CUST001416,RM0049,Billing Error,12.0,Normal
CMP002140,CUST000824,RM0228,Service Issue,5.0,Quick
CMP002141,CUST000981,RM0036,Product Issue,3.0,Quick
CMP002142,CUST001522,RM0184,Delay,3.0,Quick
CMP002143,CUST002212,RM0141,Insurance Claim,10.0,Normal
CMP002144,CUST000875,RM0230,Loan Disbursement,2.0,Quick
CMP002145,CUST001052,RM0093,Credit Card Issue,7.0,Quick
CMP002146,CUST000996,RM0060,Product Issue,7.0,Quick
CMP002147,CUST000956,RM0112,Service Issue,3.0,Quick
CMP002148,CUST002065,RM0036,Staff Behavior,8.0,Normal
CMP002149,CUST000289,RM0234,Product Issue,8.0,Normal
CMP002150,CUST000247,RM0239,Technical Issue,4.0,Quick
CMP002151,CUST002281,RM0073,Product Issue,5.0,Quick
CMP002152,CUST000047,RM0026,Technical Issue,10.0,Normal
CMP002153,CUST002395,RM0136,Delay,5.0,Quick
CMP002154,CUST001770,RM0208,Staff Behavior,6.0,Quick
CMP002155,CUST001602,RM0049,Service Issue,4.0,Quick
CMP002156,CUST001792,RM0060,Account Access,2.0,Quick
CMP002157,CUST001799,RM0050,Technical Issue,33.0,Delayed
CMP002158,CUST000052,RM0144,Insurance Claim,5.0,Quick
CMP002159,CUST001508,RM0224,Service Issue,4.0,Quick
CMP002160,CUST000064,RM0022,Delay,8.0,Normal
CMP002161,CUST001242,RM0018,Account Access,6.0,Quick
CMP002162,CUST001361,RM0117,Credit Card Issue,3.0,Quick
CMP002163,CUST002320,RM0206,Service Issue,12.0,Normal
CMP002164,CUST002370,RM0241,Loan Disbursement,2.0,Quick
CMP002165,CUST002198,RM0227,Delay,6.0,Quick
CMP002166,CUST000754,RM0093,Loan Disbursement,5.0,Quick
CMP002167,CUST001514,RM0076,Staff Behavior,3.0,Quick
CMP002168,CUST002028,RM0110,Credit Card Issue,10.0,Normal
CMP002169,CUST002499,RM0007,Insurance Claim,7.0,Quick
CMP002170,CUST002489,RM0020,Service Issue,9.0,Normal
CMP002171,CUST001062,RM0157,Service Issue,4.0,Quick
CMP002172,CUST002336,RM0072,Staff Behavior,16.0,Normal
CMP002173,CUST001264,RM0038,Account Access,4.0,Quick
CMP002174,CUST000617,RM0192,Billing Error,5.0,Quick
CMP002175,CUST002010,RM0155,Product Issue,15.0,Normal
CMP002176,CUST001461,RM0063,Insurance Claim,2.0,Quick
CMP002177,CUST000961,RM0070,Billing Error,2.0,Quick
CMP002178,CUST001852,RM0188,Delay,27.0,Normal
CMP002179,CUST000701,RM0167,Account Access,19.0,Normal
CMP002180,CUST000338,RM0130,Billing Error,9.0,Normal
CMP002181,CUST002134,RM0020,Account Access,5.0,Quick
CMP002182,CUST000668,RM0065,Service Issue,5.0,Quick
CMP002183,CUST002200,RM0143,Insurance Claim,3.0,Quick
CMP002184,CUST002107,RM0107,Service Issue,4.0,Quick
CMP002185,CUST002390,RM0004,Delay,4.0,Quick
CMP002186,CUST001024,RM0165,Product Issue,2.0,Quick
CMP002187,CUST001935,RM0158,Credit Card Issue,5.0,Quick
CMP002188,CUST002121,RM0051,Delay,5.0,Quick
CMP002189,CUST001210,RM0043,Product Issue,7.0,Quick
CMP002190,CUST002098,RM0068,Staff Behavior,5.0,Quick
CMP002191,CUST001045,RM0214,Credit Card Issue,11.0,Normal
CMP002192,CUST000287,RM0238,Insurance Claim,4.0,Quick
CMP002193,CUST001619,RM0243,Technical Issue,5.0,Quick
CMP002194,CUST000247,RM0089,Service Issue,4.0,Quick
